Daytime_evening_attendance;Previous_qualification_grade;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;International;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_grade;Unemployment_rate;Inflation_rate;GDP;Status;Marital_status_grouped;Application_mode_grouped;Course_grouped;Previous_qualification_grouped;Nationality_grouped;Mothers_qualification_grouped;Fathers_qualification_grouped;Mothers_occupation_grouped;Fathers_occupation_grouped;Application_order_grouped;Age_at_enrollment_grouped;Curricular_units_1st_sem_credited_grouped;Curricular_units_1st_sem_enrolled_grouped;Curricular_units_1st_sem_evaluations_grouped;Curricular_units_1st_sem_approved_grouped;Curricular_units_1st_sem_without_evaluations_grouped;Curricular_units_2nd_sem_credited_grouped;Curricular_units_2nd_sem_enrolled_grouped;Curricular_units_2nd_sem_evaluations_grouped;Curricular_units_2nd_sem_approved_grouped;Curricular_units_2nd_sem_without_evaluations_grouped
0;130.0;115.2;0;0;0;1;1;0;0;12.0;12.666666666666666;12.4;0.5;1.79;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;armed_forces;0-1;17-24;0;5-8;0-5;0-4;0;0;5-8;6-10;5-8;0
1;133.1;96.0;1;0;0;1;0;0;0;13.598333333333334;11.933333333333332;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;120.0;120.0;1;0;0;1;0;0;0;12.7;12.96818181818182;13.9;-0.3;0.79;Enrolled;married;others;health_course;higher_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;31+;1+;9+;11+;9+;0;1+;9+;11+;9+;0
1;125.0;128.5;1;0;0;1;0;0;0;11.5;12.714285714285714;13.9;-0.3;0.79;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;120.0;0;0;1;1;0;0;0;12.875;12.9;16.2;0.3;-0.92;Enrolled;married;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;123.0;113.2;0;0;0;1;0;1;0;10.75;11.5;15.5;2.8;-4.06;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;5-8;0
1;126.0;121.3;1;0;0;1;0;1;0;13.533333333333331;12.228571428571428;12.4;0.5;1.79;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;unskilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;140.0;140.0;1;0;1;1;0;0;0;13.25;12.2;8.9;1.4;3.51;Enrolled;single;others;health_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;administration_or_office;inter_tech_or_prof_personnel;0-1;17-24;1+;9+;6-10;5-8;0;1+;9+;11+;5-8;0
1;133.1;100.0;0;0;0;1;1;0;0;11.0;10.0;13.9;-0.3;0.79;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;140.0;140.0;1;0;1;1;0;0;0;12.0;11.0;8.9;1.4;3.51;Enrolled;single;others;business_and_management_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;170.0;170.0;1;0;0;1;0;0;0;0.0;14.75;12.7;3.7;-1.7;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;professional_or_expert;0-1;17-24;0;5-8;0-5;0-4;1+;0;5-8;6-10;0-4;1+
0;140.0;135.0;0;0;1;1;0;0;0;12.375;12.6;8.9;1.4;3.51;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;1+;9+;11+;5-8;0;1+;9+;11+;5-8;0
1;121.0;113.7;0;0;0;1;0;0;0;12.6;12.428571428571429;15.5;2.8;-4.06;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;133.1;116.5;0;0;0;1;1;1;0;12.25;11.5;12.4;0.5;1.79;Enrolled;single;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;129.0;132.9;1;0;0;1;1;1;0;11.375;13.8;7.6;2.6;0.32;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;117.2;0;0;0;1;1;1;0;13.5;13.625;11.1;0.6;2.02;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
1;118.0;123.3;1;0;0;1;1;0;0;10.0;12.0;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;127.0;118.3;1;0;0;1;0;0;0;12.333333333333334;12.0;13.9;-0.3;0.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;123.0;113.6;1;0;0;1;0;0;0;12.0;11.75;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;2-3;17-24;0;5-8;11+;0-4;1+;0;5-8;6-10;0-4;0
1;123.0;115.3;1;0;0;1;0;0;0;13.5;14.0;11.1;0.6;2.02;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;others;armed_forces;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;125.0;118.7;1;0;0;1;0;0;0;10.666666666666666;12.0;13.9;-0.3;0.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;armed_forces;2-3;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;101.0;98.9;1;0;0;1;0;0;0;12.5;12.666666666666666;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;120.0;113.4;0;0;0;1;0;0;0;11.5;13.75;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;unskilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;107.0;103.5;1;0;0;1;0;0;0;11.2;12.0;16.2;0.3;-0.92;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;126.0;126.0;1;0;0;1;0;0;0;13.0;10.4;7.6;2.6;0.32;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;professional_or_expert;armed_forces;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;121.7;0;0;0;1;0;1;0;12.6;11.685714285714283;12.4;0.5;1.79;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;147.0;142.8;1;0;1;0;0;1;0;12.8;12.0;11.1;0.6;2.02;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;0-5;5-8;0;0;5-8;0-5;0-4;0
1;128.0;120.5;1;0;0;1;0;1;0;13.04;12.5;12.4;0.5;1.79;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;140.0;144.9;1;0;1;0;0;0;0;13.166666666666666;13.333333333333334;8.9;1.4;3.51;Enrolled;single;others;health_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;others;unskilled_worker;0-1;17-24;1+;9+;11+;9+;0;1+;9+;11+;5-8;0
1;108.0;105.9;0;0;0;1;0;1;0;10.6;11.166666666666666;11.1;0.6;2.02;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;machine_opt_and_installer;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;132.0;124.3;0;0;0;1;0;0;0;13.428571428571429;12.666666666666666;13.9;-0.3;0.79;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;136.0;122.7;1;0;0;1;1;0;0;12.0;12.5;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;118.0;112.4;1;0;0;1;1;0;0;11.5;10.6;10.8;1.4;1.74;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;1+
1;133.1;138.0;1;0;0;1;0;0;0;13.333333333333334;13.0;16.2;0.3;-0.92;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;unskilled_worker;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;140.0;138.3;1;0;0;1;0;0;0;0.0;0.0;12.4;0.5;1.79;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;2-3;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;132.0;124.3;1;0;0;1;0;0;0;12.2;10.8;10.8;1.4;1.74;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;122.0;126.9;1;0;0;1;0;1;0;11.0;11.666666666666666;9.4;-0.8;-3.12;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;127.0;123.5;1;0;0;1;0;1;0;11.6;12.666666666666666;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;2-3;17-24;0;5-8;0-5;5-8;0;0;5-8;11+;0-4;0
1;140.0;129.5;1;0;0;1;0;0;0;13.5;13.4;12.7;3.7;-1.7;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;0-4;1+;0;5-8;0-5;5-8;0
1;143.0;133.2;1;0;0;1;0;0;0;13.4;13.5;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;138.0;133.5;1;0;0;1;0;1;0;10.2;12.25;12.7;3.7;-1.7;Enrolled;others;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;129.0;122.0;1;0;0;1;0;1;0;10.833333333333334;11.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;125.1;1;0;0;1;0;1;0;12.816666666666668;12.875;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;160.0;160.0;0;0;1;1;0;0;1;13.5;11.0;8.9;1.4;3.51;Enrolled;single;others;nature_and_engineering_course;school_edu;others;school_edu_degree;higher_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;11+;0-4;1+;0;5-8;11+;0-4;0
1;121.0;114.0;0;0;0;1;1;0;0;11.6;12.25;7.6;2.6;0.32;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;1+
1;123.0;117.8;0;0;0;1;1;0;0;12.0;13.0;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;122.0;114.3;1;0;0;1;1;0;0;13.976666666666668;12.041666666666666;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;1+
1;136.0;129.7;1;0;0;1;1;0;0;12.5;10.0;16.2;0.3;-0.92;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;1+
1;121.0;122.4;1;0;0;1;1;0;0;11.666666666666666;12.0;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;machine_opt_and_installer;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;0-5;0-4;0
1;135.0;135.0;1;0;0;1;1;0;0;11.833333333333334;10.4;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;126.0;122.9;1;0;0;1;1;0;0;13.2;14.25;7.6;2.6;0.32;Enrolled;married;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;1+
1;120.0;124.2;1;0;0;1;1;0;0;12.0;11.4;13.9;-0.3;0.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;0-4;0
1;130.0;130.0;1;0;0;1;1;0;0;11.6;11.5;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;higher_edu_degree;higher_edu_degree;skilled_worker;professional_or_expert;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;5-8;0
1;131.0;123.7;1;0;0;1;1;0;0;12.0;12.5;10.8;1.4;1.74;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;unskilled_worker;armed_forces;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.1;96.0;1;0;0;1;0;1;0;11.285714285714286;12.2;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;140.0;150.0;0;0;0;1;1;0;0;12.0;12.333333333333334;11.1;0.6;2.02;Enrolled;others;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;25-30;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;130.0;163.7;0;0;0;1;0;0;0;13.34;10.84;12.4;0.5;1.79;Enrolled;married;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;31+;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;130.0;130.0;0;0;0;1;0;0;0;12.457142857142856;12.457142857142856;12.7;3.7;-1.7;Enrolled;single;others;health_course;higher_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;25-30;1+;5-8;11+;5-8;0;1+;5-8;11+;5-8;0
0;160.0;160.0;0;0;0;1;0;1;1;10.5;10.5;15.5;2.8;-4.06;Enrolled;single;others;business_and_management_course;school_edu;others;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
0;133.1;150.0;0;0;0;1;1;0;0;10.0;12.5;9.4;-0.8;-3.12;Enrolled;married;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.0;141.4;0;0;0;1;1;1;0;0.0;0.0;13.9;-0.3;0.79;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;134.0;141.7;1;0;0;1;1;0;0;0.0;0.0;7.6;2.6;0.32;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;133.1;100.7;0;0;0;1;0;0;0;13.0;13.0;15.5;2.8;-4.06;Enrolled;others;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;31+;0;5-8;11+;0-4;1+;0;5-8;11+;0-4;1+
1;180.0;180.0;0;0;1;1;1;0;0;14.5;16.2;13.9;-0.3;0.79;Enrolled;single;others;nature_and_engineering_course;higher_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;skilled_worker;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
0;140.0;140.0;0;0;0;1;0;0;0;12.25;12.5;9.4;-0.8;-3.12;Enrolled;married;others;business_and_management_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;1+;5-8;6-10;0-4;0;1+;5-8;6-10;5-8;0
1;125.0;122.2;0;0;0;0;0;0;0;12.6;11.8;11.1;0.6;2.02;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;139.0;143.6;1;0;1;1;1;0;0;0.0;0.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;0-5;0-4;0
1;133.1;100.0;0;0;0;1;1;0;1;12.857142857142858;12.75;8.9;1.4;3.51;Enrolled;single;others;nature_and_engineering_course;school_edu;others;higher_edu_degree;higher_edu_degree;professional_or_expert;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;137.0;130.0;1;0;0;1;0;0;0;13.6;14.25;12.4;0.5;1.79;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;0-4;0
1;140.0;140.0;1;0;1;0;0;0;0;12.0;11.0;12.4;0.5;1.79;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;1+;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;106.0;106.0;0;0;0;1;0;0;0;13.166666666666666;14.0;13.9;-0.3;0.79;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;unskilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;137.0;137.0;0;0;1;1;0;0;1;0.0;11.666666666666666;8.9;1.4;3.51;Enrolled;single;others;health_course;school_edu;others;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;17-24;0;5-8;11+;0-4;1+;0;5-8;11+;0-4;0
0;121.0;114.4;1;0;0;1;0;0;0;14.0;13.857142857142858;7.6;2.6;0.32;Enrolled;married;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;1+;9+;11+;9+;0;1+;5-8;11+;5-8;0
0;100.0;120.7;0;0;0;1;0;0;0;11.25;13.0;7.6;2.6;0.32;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;158.0;164.3;1;0;0;1;1;1;0;0.0;0.0;10.8;1.4;1.74;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;133.0;122.5;1;0;0;1;0;0;0;11.0;11.0;7.6;2.6;0.32;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;2-3;17-24;0;5-8;11+;0-4;1+;0;5-8;11+;0-4;1+
1;132.0;131.3;1;0;0;1;0;0;0;12.0;12.25;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.1;117.0;1;0;0;1;1;0;0;11.166666666666666;10.8;12.4;0.5;1.79;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;120.0;122.8;1;0;0;1;1;0;0;11.5;10.333333333333334;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;118.0;118.4;1;0;0;1;1;0;0;10.5;11.75;12.4;0.5;1.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;0-5;0-4;0
1;127.0;128.1;0;0;0;1;1;0;0;12.5;11.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.1;99.0;1;0;0;1;1;0;0;12.833333333333334;12.5;16.2;0.3;-0.92;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;110.0;111.3;0;0;0;1;1;0;0;12.285714285714286;14.25;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;armed_forces;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;125.0;121.5;1;0;0;1;1;0;0;11.0;10.333333333333334;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;professional_or_expert;2-3;17-24;0;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;130.0;130.0;1;0;1;1;1;0;0;12.545454545454543;11.625;8.9;1.4;3.51;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;1+;9+;11+;9+;0;1+;9+;11+;5-8;0
1;128.0;125.2;1;0;0;1;1;0;0;12.666666666666666;13.6;12.4;0.5;1.79;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;134.0;123.9;1;0;0;1;1;0;0;13.0;12.4;9.4;-0.8;-3.12;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;machine_opt_and_installer;3+;17-24;0;5-8;11+;5-8;1+;0;5-8;6-10;5-8;0
0;130.0;100.0;0;0;0;1;1;0;0;13.307692307692308;12.818181818181818;12.7;3.7;-1.7;Enrolled;single;others;social_services_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;professional_or_expert;0-1;31+;1+;9+;11+;9+;0;1+;9+;11+;9+;0
1;141.0;124.3;0;0;0;1;0;0;0;14.514285714285714;14.514285714285714;12.7;3.7;-1.7;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;120.0;120.0;0;0;0;1;0;0;0;15.2;14.0;11.1;0.6;2.02;Enrolled;single;others;business_and_management_course;higher_edu;portuguese;higher_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;0-1;25-30;0;5-8;0-5;5-8;0;0;5-8;6-10;5-8;0
1;130.0;129.0;0;0;0;1;0;0;0;11.75;10.5;7.6;2.6;0.32;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;136.0;152.5;1;0;0;1;0;0;0;0.0;0.0;13.9;-0.3;0.79;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
